original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
,,,,,,,,Brasil,Português,Redes sociais,"A vacina financiada pela Fundação Bill e Melina Gates não é um adesivo, mas um líquido injetável e regular. Não há evidências de que ele contenha um microchip que permita que você seja rastreado em redes 5G.",08/05/2020
,,,,,,,,Brasil,Espanhol,"Redes sociais, Youtube","O vídeo, que fala de cientistas que criaram em 2015 uma versão híbrida de um coronavírus de morcego na China, se baseou em um estudo publicado pela revista científica Nature. Em março de 2020, a revista esclareceu que não existe evidência de que aquela experiência tenha relação com a atual pandemia de COVID-19.",03/04/2020
,,,,,,,,Portugal,Português,Redes sociais,Vários especialistas dizem que é impossível que um frasco tradicional de álcool em gel possa pegar fogo assim e danificar uma porta.,20/05/2020
,,,,,,,,Portugal,Português,Redes sociais,A Organização Mundial da Saúde e vários especialistas dizem que a vacina contra a gripe fortalece o sistema imunológico e não há evidências científicas que relacionem a vacina contra o novo coronavírus.,18/05/2020
,,,,,,,,Portugal,Português,Redes sociais,"Não foi o que o virologista disse na TV. Ele disse que somente no futuro as pessoas poderão falar sobre uma taxa de mortalidade de 0,1%.",15/05/2020
,,,,,,,,Portugal,Português,Redes sociais,"Segundo os dados coletados na Universidade Johns Hopkins, em 11 de maio havia 593 infecções em Pequim e 659 em Xangai",15/05/2020
,,,,,,,,Portugal,Português,Redes sociais,Não é verdade que uma universidade portuguesa tenha descoberto a cura para o Covid-19. A universidade mencionada no post nem existe.,19/05/2020
,,,,,,,,Portugal,Português,"Redes sociais, Website",A alegação não é verdadeira. Atualmente existe um consenso na comunidade científica sobre a mortalidade causada por Covid-19.,20/05/2020
,,,,,,,,Portugal,Português,Redes sociais,As alegações não são verdadeiras. Não há evidências de que a pandemia da Covid-19 tenha sido combinada em uma reunião em 2019 patrocinada pela Fundação Bill & Melinda Gates.,21/05/2020
,,,,,,,,Portugal,Português,Redes sociais,"De acordo com as diretrizes oficiais, o uso de máscaras por qualquer pessoa em espaços fechados com várias pessoas"" é recomendado.""",12/05/2020
,,,,,,,,Portugal,Português,Redes sociais,Não há evidências científicas que suportem a afirmação.,09/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O chá de erva-doce foi confundido com uma mesma substância do remédio Tamiflu. A partir daí, pessoas supuseram que  poderia matar o coronavírus. Especialistas negam, no entanto, essa relação entre erva-doce e a droga, que, por sua vez, não é indicada para o tratamento do coronavírus.",31/01/2020
,,,,,,,,Brasil,Português,Redes sociais,"A gravação, publicada inclusive pelo ministro do Meio Ambiente, Ricardo Salles, e pelo senador Flávio Bolsonaro, é de 30 de janeiro, antes da chegada do coronavírus ao Brasil.",23/03/2020
,,,,,,,,Brasil,Português,Redes sociais,"Os cientistas estão pesquisando a eficácia desses dois medicamentos contra o novo coronavírus, mas ainda não há evidências de que estejam funcionando. O uso de medicamentos sem receita médica pode causar sérios danos à saúde das pessoas.",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A foto é de 2015 e os sinais foram inseridos digitalmente na imagem. Também não foi filmado em Belo Horizonte, mas em São Paulo.",11/05/2020
,,,,,,,,Brasil,Português,Meio de comunicação,"O Washington Post realmente publicou matéria falando sobre preocupações de segurança no laboratório, citando fontes americanas de inteligência, mas nunca afirmou que o paciente zero"" era um funcionário. O próprio serviço de verificação de fatos do Washington Post classificou essas informações como falsas.""",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O Registro Civil não atualiza seus dados em tempo real. Pode levar até duas semanas para que uma morte registrada apareça nas estatísticas. Assim, a maioria das mortes ocorridas em maio ainda não está registrada, mesmo algumas em abril podem não estar no sistema. Além disso, os números utilizados são, de fato, o número total de mortes. Quando consideradas apenas síndromes respiratórias, já havia mais de 400 mortes extras até 2020.",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,A foto é anterior às resoluções mais recentes de restrição de tráfego. Foi publicado pela primeira vez no Facebook em 4 de maio. A medida específica mencionada na publicação começou em 11 de maio.,11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O governo da cidade negou a alegação e o autor da gravação também reconheceu que o que ele disse era falso. Na cidade, os enterros são realizados mediante a apresentação de uma certidão de óbito ou guia de sepultamento emitido por um notário.",07/05/2020
,,,,,,,,Brasil,Português,"Redes sociais, WhatsApp","Até o momento, não há indicação de antibióticos (indicados para combater doenças causadas por bactérias) no tratamento da COVID-19. O texto ainda contradiz os protocolos da OMS e do Ministério da Saúde do Brasil em relação ao uso de respiradores.",07/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Segundo o Datafolha, um dos principais pesquisadores do Brasil, 19% da população do estado de São Paulo considerou o mandato de Doria ruim ou terrível em 8 de maio. O Ibope, outro pesquisador líder no país, mostrou sua taxa de desaprovação em São Paulo. A cidade passou de 44% em 23 de março para 21% em 5 de maio.",12/05/2020
,,,,,,,,Brasil,Português,Meio de comunicação,"O artigo é baseado na coleta de dados do Registro Civil, que não é atualizada em tempo real. Portanto, é baseado em dados incompletos. Quando o artigo foi publicado originalmente, em 5 de maio, o número de mortes entre 1º de março e 4 de maio de 2020 era consideravelmente menor do que no mesmo período de 2019. Quando nossa verificação de fatos foi publicada, uma semana depois, o número de mortes em 2020, considerando o mesmo período, foi significativamente maior.",12/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo foi filmado em salas de espera para procedimentos eletivos, que, precisamente por causa da pandemia da COVID-19, foram em grande parte cancelados ou adiados. Os pacientes com COVID-19 estão em outras áreas dos quatro hospitais.",13/05/2020
,,,,,,,,Brasil,Português,Redes sociais,A foto é de 2010 e foi tirada em Fortaleza depois que os pacientes foram retirados de um hospital após o incêndio. Isso foi amplamente noticiado pela imprensa da época.,13/05/2020
,,,,,,,,Brasil,Português,Meio de comunicação,"O artigo é baseado na coleta de dados do Registro Civil, que não é atualizada em tempo real. Portanto, é baseado em dados incompletos.",13/05/2020
,,,,,,,,Brasil,Português,Redes sociais,Não há evidências científicas de que o chá boldo tenha algum efeito sobre o vírus.,14/05/2020
,,,,,,,,Brasil,Português,WhatsApp,Trata-se de um golpe de phishing destinado a usuários do WhatsApp. O Carrefour não está entregando cupons de R$ 300 a famílias carentes.,14/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A mansão da foto está localizada em Los Angeles, EUA. Embora João Doria more em uma das maiores casas de São Paulo, não é essa.",14/05/2020
,,,,,,,,Brasil,Português,WhatsApp,O Ministério da Saúde oficial da Itália afirma que as mortes por COVID-19 são causadas pela SARS-Cov-2.,15/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Embora o vídeo tenha sido filmado no Hospital Moinhos de Vento, há seis pacientes com COVID-19 em sua UTI e outros oito sob tratamento padrão.",15/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O número total de mortes aumentou em abril, segundo o Registro Oficial. Além disso, os números de 2020 ainda estão sendo atualizados, portanto, a diferença pode ser ainda maior do que mostra atualmente.",15/05/2020
,,,,,,,,Brasil,Português,"Redes sociais, WhatsApp",O homem que aparece no vídeo mostrando sepulturas vazias não é funcionário do governo. O cemitério mostrado tem duas unidades que têm enterros todos os dias. O vídeo foi gravado em um dia que não teve nenhum enterro.,14/05/2020
,,,,,,,,Brasil,Português,Redes sociais,Os caminhões carregavam comissões para o quartel-general do exército. A operação não teve nada a ver com a pandemia da COVID-19.,07/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Por mais que os dados oficiais não tenham sido publicados em 3 de maio, os números em 4 de maio mostram um aumento de 50 mortes por COVID-19 em comparação com 2 de maio.",08/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"De acordo com nota divulgada pelo Ministério da Cidadania em 5 de maio, 97,7 milhões de brasileiros se inscreveram para a ajuda de emergência e apenas 50,5 milhões foram considerados elegíveis para receber o benefício.",08/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Infectologista e o pneumologista consultados pelo Aos Fatos afirmam que a hipóxia é causada por doenças como anemia ou pneumonia, e não pelo uso de máscaras, que agora são obrigatórias em várias cidades para conter a transmissão de COVID-19.",12/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O político americano disse, em 6 de maio, que a maioria dos novos pacientes hospitalizados pela doença no estado era de pessoas que permaneciam em casa. Embora verdadeiros, os dados não foram citados para desacreditar o isolamento, mas para enfatizar que é necessária precaução mesmo entre os que estão em quarentena. Na mesma entrevista, Cuomo também disse que as medidas de distância social adotadas ajudaram a reduzir o número de novos casos em Nova York.",12/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A instalação mencionada na gravação foi transferida para outro local na mesma cidade, mais próximo do Hospital Municipal Dr. Mário Gatti. A equipe do Hospital das Clínicas da Unicamp também negou que não houvesse demanda de pacientes e relatou que, em 40 dias de atividade, o hospital de emergência recebeu 546 pessoas.",12/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Existem estudos para verificar a eficácia de ambos os medicamentos no tratamento de pacientes com COVID-19. Além disso, existem chefes de estado, como Donald Trump e Jair Bolsonaro, que apoiam a cloroquina abertamente. Além disso, não há registro do homem que aparece no vídeo como parte de qualquer estudo envolvendo COVID-19.",13/05/2020
,,,,,,,,Brasil,Português,"YouTube, Redes Sociais","As máscaras cirúrgicas e caseiras feitas de tecido permitem a passagem de oxigênio e possuem filtros que impedem partículas potencialmente contagiosas. Utilizadas de acordo com as recomendações médicas, as máscaras devem ser usadas para reduzir as classificações de contágio.",13/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Existem causas naturais para a clareza da água, como marés e escassez de chuvas.",17/05/2020
,,,,,,,,Brasil,Português,Facebook,"Para que o álcool queime espontaneamente, sem a presença de uma fonte de ignição, seria necessário atingir uma temperatura de 363 ° C e, em um veículo fechado ao sol, é impossível ter temperaturas mais altas do que isso.",28/04/2020
,,,,,,,,Brasil,Português,"Youtube, Facebook","A prefeitura de Manaus, responsável pelos cemitérios públicos da cidade e a emissora de tv negaram essas informações.",28/04/2020
,,,,,,,,Brasil,Português,Facebook,O poema foi escrito por Catherine O'Meara em 2020 durante a pandemia de coronavírus.,30/04/2020
,,,,,,,,Brasil,Português,Facebook,"A foto foi tirada de contexto. De fato, o governador Helder Barbalho (MDB) compartilhou uma imagem dos medicamentos armazenados para anunciar sua distribuição nos hospitais.",30/04/2020
,,,,,,,,Brasil,Português,Whatsapp,"Os dados não coincidem com os dados reais disponíveis na plataforma. Além disso, as mortes registradas nos registro civis confirmam os dados da pandemia no Brasil, além do fato da OMS também ter anunciado que é uma pandemia.",05/05/2020
,,,,,,,,Brasil,Português,,"As imagens foram captadas e publicadas no Facebook pela primeira vez em 3 de dezembro de 2019, antes do primeiro caso de Covid-19 no Brasil.",17/04/2020
,,,,,,,,Brasil,Português,Redes Sociais,"A fotografia foi tirada em um hospital em Nova York, EUA, no mês passado.",22/04/2020
,,,,,,,,Brasil,Português,Facebook,"O hospital de campanha foi aberto em 15 de abril e recebeu os primeiros pacientes no dia 17, data da primeira publicação da foto.",28/04/2020
,,,,,,,,Brasil,Português,Facebook,"A Prefeitura e os familiares da vítima dizem que o exame para Covid-19 foi concluído após o momento da morte e o resultado foi positivo. Portanto, a mudança é o procedimento padrão. A notificação é obrigatória no Brasil.",06/05/2020
,,,,,,,,Brasil,Português,Facebook,"As publicações usam um trecho da videoconferência do governador petista com a prefeita Claudia Oliveira (PSD-BA), em 23 de abril, na qual Rui Costa explica que os leitos de terapia intensiva disponíveis no município atingiram a sua capacidade máxima, quando havia 200 doentes internados. Em nenhum momento da reunião Costa fala em inventar dados.",13/05/2020
,,,,,,,,Brasil,Português,Facebook,"As imagens são de uma investigação policial sobre fraudes em seguros de vida conduzida pela Polícia Civil em São Carlos (SP), em maio de 2017.",13/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A notícia falsa foi criada a partir da distorção de trechos de um documento da seção europeia da OMS, que orienta os educadores sobre como proceder no caso de alunos perguntarem sobre temas de educação sexual, incluindo a masturbação. Portanto, as orientações não estão dirigidas a meninos e meninas, nem incentivam a prática. O presidente brasileiro Jair Bolsonaro foi um dos que publicaram a notícia falsa.",13/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Não há evidências científicas de que a Ivermectina, remédio para combater vermes e outros parasitas, cure a infecção causada pelo novo coronavírus.",13/05/2020
,,,,,,,,Brasil,Português,"Whatsapp, Facebook","A informação nas publicações não coincide com a que está disponível na plataforma especial de Registro Civil, que reúne dados de declarações de falecimento vinculadas à Covid-19 registradas nos cartórios de registro civil no país.",13/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"As publicações cometem dois erros: 1) incluem mortes por causas não respiratórias na comparação de mortes por doenças respiratórias no Ceará e 2) omitem que os números da plataforma que reúne dados sobre declarações de morte registrados nos cartórios do país não são consolidados e ainda estão sendo atualizados ao longo do tempo, tanto no caso de mortes ocorridas em 2020 como em 2019.",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo é realmente satírico. Este pastor"" é na verdade um comediante chamado Márcio Américo.""",18/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A tabela que compara traz dados diferentes daqueles que apareceram na quarta-feira (13) no portal Transparência do Registro Civil, indicados pelas postagens como fonte de informação. A parte de desinformação também omite que os dados do portal, apesar de confiáveis, não sejam consolidados. Segundo o banco de dados, os cartórios têm até 14 dias corridos para atualizar as informações na plataforma, o que não significa que as mortes sejam consolidadas após esse período.",12/05/2020
,,,,,,,,Brasil,Português,"WhasApp, RedesSociais","Atualmente não existe medicamento ou tratamento específico para a COVID-19, de acordo com a OMS e o Ministério da Saúde do Brasil. Além disso, não existem estudos que atestam os benefícios da infusão da planta.",14/05/2020
,,,,,,,,Brasil,Português,"Meio de comunicação, YouTube","Existe um protocolo sobre o novo coronavírus que foi implementado enquanto Mandetta era ministro, em março deste ano. No entanto, o documento não recomenda o Tamiflu (nome comercial de oseltamivir) para pacientes com COVID-19, mas para casos sintomáticos leves de influenza que podem levar a complicações. Não há evidências de que o uso do Tamiflu tenha reduzido as chances de sobrevivência de pacientes com COVID-19.",14/05/2020
,,,,,,,,Brasil,Português,"Meio de comunicação, Redes Sociais","Durante cinco dias em maio, a instituição não registrou realmente casos graves de COVID-19, mas os pacientes foram medicados com um coquetel experimental que também inclui outros medicamentos, como corticosteróides, segundo o diretor técnico do hospital, Justino Carvalho Jr.",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"As publicações não consideram que: 1) os países estão em diferentes estágios da pandemia; 2) existem diferenças populacionais que impedem a comparação, como idade e densidade demográfica; e 3) o nível de testes no Brasil é muito menor do que em outros países, levando à subnotificação de infectados e mortos.",11/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Um ramo regional da Justiça Federal negou um pedido para obrigar um hospital militar em Belém a ceder espaço para pacientes civis. Essa decisão não proíbe os hospitais de abrir para outros pacientes, se assim o desejarem, ou mesmo se os governos estaduais ou municipais os obrigarem. O STF e os partidos políticos não têm absolutamente nada a ver com essa história.",18/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A pilha de dinheiro foi encontrada em uma operação da Polícia Federal em um escândalo de corrupção no Rio, mas não tem nada a ver com hospitais temporários da COVID-19.",18/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Embora o processo mencionado no post seja real, não está pedindo ao governo que pare de comprar cloroquina. Na verdade, eles solicitam, entre várias outras coisas, que as autoridades públicas parem de usar canais oficiais de comunicação para promover qualquer medicamento que ainda não tenha sido cientificamente comprovado como eficaz contra o COVID-19.",19/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo foi gravado no México e, embora o paciente estivesse muito calmo, ele foi infectado com o SARS-CoV-2.",19/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Por mais que o estado do Ceará tenha oficialmente mais infecções e mortes pela doença do que Minas Gerais, sua taxa de testagem populacional é muito maior: 51,5% por 100 mil habitantes, contra 10,2%.",14/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A OMS explica, em uma revisão publicada em 19 de abril, que não há evidências científicas para provar a eficácia de medicamentos anti-inflamatórios, como aspirina e ibuprofeno, no tratamento do COVID-19.",14/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo foi gravado em setembro de 2019, e a luta começou após a apreensão de um carrinho com bebidas alcoólicas. Não há relação com a nova pandemia de coronavírus.",16/05/2020
,,,,,,,,Brasil,Português,Redes sociais,Especialistas consultados por Aos Fatos afirmam que esse cálculo ainda não pode ser feito devido a deficiências na contabilidade dos infectados e recuperados da doença.,20/05/2020
,,,,,,,,Brasil,Português,Redes sociais,O Ministério da Saúde do Brasil informou que não realiza transferências devido ao volume de óbitos do novo coronavírus. Os recursos da União para estados e municípios são divididos com base em critérios como o tamanho da população e a complexidade do serviço prestado.,18/05/2020
,,,,,,,,Brasil,Português,Redes sociais,O escritório consultivo do tribunal negou tal hipótese e não havia registro de uma decisão semelhante à emitida pelo tribunal até 18 de abril.,16/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A foto usada nas postagens de mídia social que fizeram essa alegação foi tirada em 2019, antes do primeiro caso de COVID-19.",16/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Segundo a Polícia Militar do Rio, havia 42 infectados hospitalizados na instituição em 18 de maio e a imagem compartilhada mostra o local onde os pacientes aguardam os resultados dos exames.",19/05/2020
,,,,,,,,Brasil,Português,Redes sociais,O Ministério da Saúde do Brasil e a Organização Mundial da Saúde dizem que nenhum tipo de chá se mostrou eficaz no tratamento da COVID-19.,19/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo compartilhado nas publicações falsas mostra um protesto contra a primeira-ministra belga, Sophie Wilmès, quando ela chegou a visitar um hospital em Bruxelas, capital do país, em 16 de maio.",20/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Nelson Teich nunca disse isso. Não há referência a essa frase, ou algo semelhante, em qualquer artigo de notícias, entrevista ou discurso. Via WhatsApp, o próprio Teich negou ter dito isso.",20/05/2020
,,,,,,,,Brasil,Português,Redes sociais,Todos os principais meios de comunicação brasileiros informaram sobre a presença de Lula. Estava na capa da página da Folha de S.Paulo durante toda a manhã de 20 de maio.,20/05/2020
,,,,,,,,Brasil,Português,WhatsApp,"Este é um golpe de phishing. Esse vale de cartucho de gás não existe, segundo o Ministério do Desenvolvimento Social.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Este vídeo não foi gravado no Brasil, mas na Bélgica.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Ele não recebeu o subsídio. Na verdade, alguns golpistas usaram seu CPF (número de identidade nacional) no formulário de inscrição e conseguiram receber o benefício.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A cloroquina foi sintetizada por um pesquisador austríaco, que trabalhava para a Bayer, em 1934. Gaspar Vianna morreu em 1914.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Em 15 de maio, quando este conteúdo foi publicado, 13 pessoas foram curadas para 55 casos confirmados.",21/05/2020
,,,,,,,,Brasil,Português,Meio de Comunicação,"Embora o estudo em si exista, não diz, a qualquer momento, que as políticas de bloqueio eram ineficazes no país.",22/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Segundo o Ministério da Saúde, esse financiamento adicional com base nas mortes por COVID-19 não existe.",25/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Segundo a administração do bar, eles não foram à falência e não fecharão.",25/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,O protesto aconteceu em Bruxelas e foi contra a primeira-ministra Sophie Wilmès.,20/05/2020
,,,,,,,,Brasil,Português,Facebook,"O prefeito de Santa Cruz de Capibaribe, Edson Vieira (PSDB), afirma que a equipe Bolsonaro nunca procurou se comunicar com o município e que o Polo Têxtil de Pernambuco está, de fato, fabricando máscaras e aventais com o apoio do governo do estado, a partir da abertura de uma linha de crédito de R$ 6 milhões da Agência de Empreendedorismo de Pernambuco (AGE) para adquirir matéria-prima.",24/04/2020
,,,,,,,,Brasil,Português,Facebook,"Um vídeo gravado pelo vereador da cidade,  sargento Ivanildo Lôbo (Patriot), foi compartilhado no Facebook com acusações de que o prefeito de Santo André, Paulo Serra (PSDB), estava exagerando no número de casos de infecção pelo novo coronavírus. No entanto, as publicações com o vídeo não relatam que o espaço filmado havia sido aberto três dias antes e que os primeiros pacientes hospitalizados entraram no dia anterior à gravação e que o centro médico de referência na cidade possui 100% de leitos de UTI para Covid-19 ocupadas.",24/04/2020
,,,,,,,,Brasil,Português,"Youtube, Twitter","O vídeo faz parte do discurso, fora de contexto, no qual Tedros explica os impactos econômicos do distanciamento social, mas isso não significa que ele é contra.",31/03/2020
,,,,,,,,Brasil,Português,Redes sociais,"O vídeo foi filmado em 2018, no final da campanha eleitoral de Doria.",22/04/2020
,,,,,,,,Brasil,Português,"Twitter, Youtube","O estudo foi realizado por meio de um comitê de ética que permitiu sua execução. Além disso, foi um estudo focado na segurança de medicamentos.",24/04/2020
,,,,,,,,Brasil,Português,Redes sociais,"Um posto sobre a votação dos deputados federais que teriam votado e rejeitado uma proposta de renunciar a seus salários e ao fundo parlamentar""""",07/04/2020
,,,,,,,,Brasil,Português,Redes sociais,"O Ministério da Defesa indicou que essa informação não é verdade, mas que as Forças Armadas estão montando hospitais de campanha.",02/04/2020
,,,,,,,,Brasil,Português,"Redes sociais, Twitter, WhatsApp","O governador do estado, Camilo Santana, publicou um post negando o conteúdo e a autoria da mensagem.",01/04/2020
,,,,,,,,Brasil,Português,Redes sociais,"As fotos usadas nas postagens  em redes sociais são antigas: foram tiradas em 2013, em Recife. Além disso, como o valor do subsídio não foi estabelecido, o presidente Jair Bolsonaro ainda não emitiu o decreto aprovado no Senado na segunda-feira (30 de abril).",01/04/2020
,,,,,,,,Brasil,Português,Veículo de comunicação,O texto não apresenta evidências de roubo ou desvio de dinheiro público na construção de hospitais de campanha e em outras ações emergenciais realizadas pelo governo brasileiro.,24/04/2020
,,,,,,,,Brasil,Português,Redes sociais,A Prefeitura de São Paulo desmentiu o boato e esclareceu que a Central de Atenção apenas fornece informações básicas sobre a Covid-19 ao cidadão,18/03/2020
,,,,,,,,Brasil,Português,"Whatsapp, Redes sociais","Um estudo publicado esta semana na revista científica Nature Medicine desmente esses rumores. Pesquisadores de universidades dos Estados Unidos, do Reino Unido e da Austrália afirmam que o vírus tem origem natural. ",19/03/2020
,,,,,,,,Brasil,Português,Whatsapp,Uma lista das correntes de mensagens enviadas com informações falsas sobre o vírus e a doença. ,12/02/2020
,,,,,,,,Brasil,Português,Whatsapp,"É uma brincadeira: ao clicar no link na mensagem, fica claro que se trata de uma pegadinha"". """,16/03/2020
,,,,,,,,Brasil,Português,Redes sociais,Não há evidências de que Nostradamus tenha escrito isso. ,16/03/2020
,,,,,,,,Brasil,Português,Redes sociais,A Fundação Oswaldo Cruz (Fiocruz) desmentiu a mensagem ,17/03/2020
,,,,,,,,Brasil,Português,Redes sociais,A notícia é falsa. ,17/03/2020
,,,,,,,,Brasil,Português,Redes sociais,"As recomendações feitas no texto não seguem as normas da Organização Mundial de Saúde (OMS) e incluem informação falsa sobre o medicamento Tamiflu. Além disso, o HC informou que a a direção médica da instituição não emitiu nenhum aviso do tipo. ",17/03/2020
,,,,,,,,Brasil,Português,Redes sociais,A assessoria de imprensa da Ambev informou que o comunicado é falso. A produção nas fábricas de cerveja continua normalmente.,17/03/2020
,,,,,,,,Brasil,Português,Redes sociais,"O áudio falsamente atribuido ao CEO da empresa de plano de saúde Prevent Senior, Fernando Parrillo, exagera os números de mortos e de infectados. ",17/03/2020
,,,,,,,,Brasil,Português,Redes sociais,"Em primeiro lugar, não há nenhum indício de que o SARS-CoV-2 (nome oficial do vírus)  tenha sido criado em laboratório. Em segundo lugar, as bolsas asiáticas, incluindo ass da China, vêm registrando queda como efeito do avanço da pandemia. ",18/03/2020
,,,,,,,,Brasil,Português,Redes sociais,O Denatran (Departamento Nacional de Trânsito) afirma que não há nenhum artigo no Código de Trânsito Brasileiro ou regulamentação do órgão prevendo essa infração. ,25/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A imagem não mostra a deputada Maria do Rosário (PT-RS), mas a ex-deputada estadual de São Paulo Rita Passos (PSD), como se pode verificar em sua conta pessoal no Instagram. Tampouco é verdade que esteja costurando sem linha. ",25/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Sim, o Ministério da Saúde anunciou a contratação de 267 médicos, enfermeiros e outros profissionais para reforçar as equipes que enfrentam o novo coronavírus no estado a partir desta semana, mas a foto é de 2013. ",25/05/2020
,,,,,,,,Brasil,Português,"Redes sociais, Youtube","Isto é falso, segundo as estatísticas oficiais. ",25/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Não só a Prefeitura da capital mineira desmentiu a informação, mas a autora da gravação também reconheceu que sua afirmação era falsa. Na cidade, os enterros são realizados mediante a apresentação do atestado de óbito ou da guia de sepultamento emitida pelo cartório de registro civil. ",25/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Ainda que haja decretos que restrinjam o acesso a praias e a outros ambientes públicos no Rio de Janeiro, no litoral de São Paulo e na Bahia, não há nenhuma decisão que autoriza as polícias militares desses estados a disparar contra quem frequenta tais ambientes. O vídeo que “exemplifica” o suposto ataque é de 2019 e não foi gravado nos estados mencionados, mas em Santa Catarina. ",15/04/2020
,,,,,,,,Brasil,Português,Redes sociais,"Segundo a explicação da Organização Mundial da Saúde (OMS), o novo coronavírus é um vírus, portanto não se deve usar os antibióticos como medida de prevenção ou tratamento, pois são remédios para combater bactérias. ",27/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"Segundo os boletins divulgados pela Secretaria Estadual de Saúde, o número de mortos pela doença segue em curva ascendente. ",27/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A fonte das informações citadas é, na realidade, uma pesquisa sem validade estatística feita pelo fórum online Sermo. Além disso, os dados são de uma pesquisa antiga, de 2 de abril.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"De fato, existe um pedido aprovado em nome de Vinicius Bonner. Trata-se de uma tentativa de golpe, de acordo mensagem do âncora do Jornal Nacional publicado no Twitter em 21 de maio e do Ministério da Cidadania do Brasil em resposta a Aos Fatos.",21/05/2020
,,,,,,,,Brasil,Português,Redes sociais,"A simples comparação de números feitos nas publicações gera uma interpretação distorcida porque 1) o nível de teste em ambos os estados foi ignorado, 2) não se pode dizer que os dois estados estão ou não estão implementando completamente as medidas de isolamento social e 3) a tamanho da população, densidade demográfica e maior inserção de São Paulo na rota de vôos nacionais e internacionais também são fatores que influenciaram na piora do surto de doença naquele estado, em comparação com Minas Gerais.",22/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"A foto foi tirada em maio de 2019. Segundo a assessoria de imprensa do governo do Rio de Janeiro, Witzel não deixou a capital desde o início da crise.",26/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Embora o número de pacientes tenha diminuído e uma sala em particular tenha sido limpa, não é o andar inteiro"".""",26/05/2020
,,,,,,,,Brasil,Português,WhatsApp,"Este plano é apenas uma proposta feita por associações empresariais, não um plano real do governo. Não haverá reabertura em 1º de junho.",27/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"Este vídeo é de janeiro de 2019 e, portanto, não está relacionado à COVID-19. O homem entrou no túmulo de seu pai para se despedir, depois que ele não pôde comparecer ao funeral. Ele ficou preso lá dentro e precisou de ajuda para sair da tumba.",27/05/2020
,,,,,,,,Brasil,Português,Redes Sociais,"A foto usada nos posts foi gravada em maio de 2019, quando o político visitou a cidade e participou de uma operação policial.",26/05/2020
,,,,,,,,Brasil,Português,"Redes Sociais, WhatsApp","As imagens não foram gravadas no Brasil, mas em Playa Hermosa, Costa Rica, no final de março de 2020.",26/05/2020
